"Plot Title: Temp Birds Mammals fluid rm"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10571608, SEN S/N: 10571608)","RH, % (LGR S/N: 10571608, SEN S/N: 10571608)","DewPt, °F (LGR S/N: 10571608, SEN S/N: 10571608)","Host Connected (LGR S/N: 10571608)","End Of File (LGR S/N: 10571608)"
441,01/01/24 10:57:42 PM,62.839,58.299,48.009,,
442,01/01/24 11:57:42 PM,62.881,58.090,47.955,,
443,01/02/24 12:57:42 AM,62.839,57.966,47.856,,
444,01/02/24 01:57:42 AM,62.839,57.875,47.815,,
445,01/02/24 02:57:42 AM,62.796,57.719,47.703,,
446,01/02/24 03:57:42 AM,62.796,57.629,47.662,,
447,01/02/24 04:57:42 AM,62.753,57.413,47.521,,
448,01/02/24 05:57:42 AM,62.710,57.166,47.367,,
449,01/02/24 06:57:42 AM,62.710,57.014,47.296,,
450,01/02/24 07:57:42 AM,62.753,56.866,47.268,,
451,01/02/24 08:57:42 AM,62.753,56.653,47.167,,
452,01/02/24 09:57:42 AM,62.796,56.717,47.237,,
453,01/02/24 10:57:42 AM,62.796,57.295,47.507,,
454,01/02/24 11:57:42 AM,62.881,57.454,47.662,,
455,01/02/24 12:57:42 PM,62.881,57.484,47.674,,
456,01/02/24 01:57:42 PM,62.881,57.575,47.718,,
457,01/02/24 02:57:42 PM,62.924,57.761,47.844,,
458,01/02/24 03:57:42 PM,62.967,57.977,47.982,,
459,01/02/24 04:57:42 PM,62.967,58.279,48.121,,
460,01/02/24 05:57:42 PM,62.881,58.635,48.204,,
461,01/02/24 06:57:42 PM,62.710,58.741,48.090,,
462,01/02/24 07:57:42 PM,62.753,58.473,48.009,,
463,01/02/24 08:57:42 PM,62.796,58.688,48.148,,
464,01/02/24 09:57:42 PM,62.796,58.718,48.160,,
465,01/02/24 10:57:42 PM,62.796,58.809,48.202,,
466,01/02/24 11:57:42 PM,62.796,58.839,48.216,,
467,01/03/24 12:57:42 AM,62.753,58.775,48.146,,
468,01/03/24 01:57:42 AM,62.710,58.741,48.090,,
469,01/03/24 02:57:42 AM,62.667,58.767,48.063,,
470,01/03/24 03:57:42 AM,62.667,58.948,48.144,,
471,01/03/24 04:57:42 AM,62.667,59.190,48.254,,
472,01/03/24 05:57:42 AM,62.667,59.341,48.321,,
473,01/03/24 06:57:42 AM,62.710,59.555,48.457,,
474,01/03/24 07:57:42 AM,62.710,59.766,48.553,,
475,01/03/24 08:57:42 AM,62.753,60.071,48.729,,
476,01/03/24 09:57:42 AM,62.710,60.247,48.767,,
477,01/03/24 10:57:42 AM,62.753,60.461,48.902,,
478,01/03/24 11:57:42 AM,62.753,60.071,48.729,,
479,01/03/24 12:57:42 PM,62.667,59.973,48.605,,
480,01/03/24 01:57:42 PM,62.753,60.161,48.769,,
481,01/03/24 02:57:42 PM,62.967,60.690,49.206,,
482,01/03/24 03:57:42 PM,63.225,61.224,49.683,,
483,01/03/24 04:57:42 PM,63.653,61.442,50.182,,
484,01/03/24 05:57:42 PM,63.995,60.843,50.241,,
485,01/03/24 06:57:42 PM,64.252,58.815,49.572,,
486,01/03/24 07:57:42 PM,64.423,56.824,48.808,,
487,01/03/24 08:57:42 PM,64.508,55.026,48.029,,
488,01/03/24 09:57:42 PM,64.551,54.015,47.575,,
489,01/03/24 10:57:42 PM,64.594,53.248,47.235,,
490,01/03/24 11:57:42 PM,64.594,52.010,46.611,,
491,01/04/24 12:57:42 AM,64.594,51.234,46.213,,
492,01/04/24 01:57:42 AM,64.638,50.552,45.898,,
493,01/04/24 02:57:42 AM,64.638,49.897,45.554,,
494,01/04/24 03:57:42 AM,64.594,49.488,45.298,,
495,01/04/24 04:57:42 AM,64.638,49.491,45.338,,
496,01/04/24 05:57:42 AM,64.679,48.962,45.095,,
497,01/04/24 06:57:42 AM,64.722,48.433,44.848,,
498,01/04/24 07:57:42 AM,64.722,48.024,44.625,,
499,01/04/24 08:57:42 AM,64.809,47.936,44.656,,
500,01/04/24 09:57:42 AM,64.852,47.278,44.332,,
501,01/04/24 10:57:42 AM,64.893,47.754,44.634,,
502,01/04/24 11:57:42 AM,64.980,48.420,45.077,,
503,01/04/24 12:57:42 PM,65.151,48.683,45.376,,
504,01/04/24 01:57:42 PM,65.365,48.793,45.633,,
505,01/04/24 02:57:42 PM,65.707,48.566,45.824,,
506,01/04/24 03:57:42 PM,66.051,47.804,45.720,,
507,01/04/24 04:57:42 PM,66.436,46.916,45.577,,
508,01/04/24 05:57:42 PM,66.564,46.514,45.468,,
509,01/04/24 06:57:42 PM,66.691,45.761,45.154,,
510,01/04/24 07:57:42 PM,66.778,45.354,44.998,,
511,01/04/24 08:57:42 PM,66.821,45.453,45.093,,
512,01/04/24 09:57:42 PM,66.821,45.548,45.149,,
513,01/04/24 10:57:42 PM,66.821,45.580,45.167,,
514,01/04/24 11:57:42 PM,66.778,45.672,45.181,,
515,01/05/24 12:57:42 AM,66.735,45.637,45.122,,
516,01/05/24 01:57:42 AM,66.650,45.663,45.059,,
517,01/05/24 02:57:42 AM,66.564,45.689,44.996,,
518,01/05/24 03:57:42 AM,66.477,45.683,44.915,,
519,01/05/24 04:57:42 AM,66.436,45.585,44.820,,
520,01/05/24 05:57:42 AM,66.349,45.516,44.703,,
521,01/05/24 06:57:42 AM,66.263,45.478,44.602,,
522,01/05/24 07:57:42 AM,66.178,45.473,44.521,,
523,01/05/24 08:57:42 AM,66.135,45.406,44.443,,
524,01/05/24 09:57:42 AM,66.092,45.276,44.330,,
525,01/05/24 10:57:42 AM,66.051,45.242,44.271,,
526,01/05/24 11:57:42 AM,66.051,45.273,44.289,,
527,01/05/24 12:57:42 PM,66.092,45.340,44.366,,
528,01/05/24 01:57:42 PM,66.178,45.346,44.447,,
529,01/05/24 02:57:42 PM,66.263,45.288,44.492,,
530,01/05/24 03:57:42 PM,66.436,45.998,45.057,,
531,01/05/24 04:57:42 PM,66.691,46.586,45.626,,
532,01/05/24 05:57:42 PM,66.949,46.667,45.907,,
533,01/05/24 06:57:42 PM,67.163,46.809,46.182,,
534,01/05/24 07:57:42 PM,67.291,46.881,46.339,,
535,01/05/24 08:57:42 PM,67.420,46.795,46.409,,
536,01/05/24 09:57:42 PM,67.464,46.861,46.485,,
537,01/05/24 10:57:42 PM,67.464,46.829,46.467,,
538,01/05/24 11:57:42 PM,67.464,46.703,46.395,,
539,01/06/24 12:57:42 AM,67.377,46.728,46.332,,
540,01/06/24 01:57:42 AM,67.334,46.662,46.254,,
541,01/06/24 02:57:42 AM,67.249,46.561,46.119,,
542,01/06/24 03:57:42 AM,67.163,46.523,46.020,,
543,01/06/24 04:57:42 AM,67.035,46.388,45.826,,
544,01/06/24 05:57:42 AM,66.906,46.220,45.613,,
545,01/06/24 06:57:42 AM,66.778,46.021,45.383,,
546,01/06/24 07:57:42 AM,66.650,45.822,45.151,,
547,01/06/24 08:57:42 AM,66.520,45.559,44.883,,
548,01/06/24 09:57:42 AM,66.393,45.042,44.467,,
549,01/06/24 10:57:42 AM,66.263,44.524,44.046,,
550,01/06/24 11:57:42 AM,66.135,44.197,43.738,,
551,01/06/24 12:57:42 PM,66.092,44.131,43.659,,
552,01/06/24 01:57:42 PM,66.135,44.452,43.887,,
553,01/06/24 02:57:42 PM,66.222,45.094,44.341,,
554,01/06/24 03:57:42 PM,66.393,45.741,44.870,,
555,01/06/24 04:57:42 PM,66.564,46.419,45.414,,
556,01/06/24 05:57:42 PM,66.778,46.940,45.903,,
557,01/06/24 06:57:42 PM,66.992,47.366,46.339,,
558,01/06/24 07:57:42 PM,67.163,47.568,46.607,,
559,01/06/24 08:57:42 PM,67.291,47.703,46.800,,
560,01/06/24 09:57:42 PM,67.377,47.899,46.987,,
561,01/06/24 10:57:42 PM,67.420,47.775,46.958,,
562,01/06/24 11:57:42 PM,67.464,47.810,47.016,,
563,01/07/24 12:57:42 AM,67.464,47.936,47.086,,
564,01/07/24 01:57:42 AM,67.420,48.123,47.151,,
565,01/07/24 02:57:42 AM,67.420,47.744,46.940,,
566,01/07/24 03:57:42 AM,67.377,47.362,46.688,,
567,01/07/24 04:57:42 AM,67.120,45.918,45.635,,
568,01/07/24 05:57:42 AM,66.691,42.057,42.944,,
569,01/07/24 06:57:42 AM,66.477,42.845,43.236,,
570,01/07/24 07:57:42 AM,66.349,42.901,43.153,,
571,01/07/24 08:57:42 AM,66.135,42.311,42.598,,
572,01/07/24 09:57:42 AM,65.836,40.750,41.355,,
573,01/07/24 10:57:42 AM,65.622,39.931,40.638,,
574,01/07/24 11:57:42 AM,65.278,38.811,39.600,,
575,01/07/24 12:57:42 PM,65.194,37.834,38.871,,
576,01/07/24 01:57:42 PM,64.980,36.097,37.483,,
577,01/07/24 02:57:42 PM,64.852,35.176,36.712,,
578,01/07/24 03:57:42 PM,64.722,34.350,36.000,,
579,01/07/24 04:57:42 PM,64.679,33.758,35.523,,
580,01/07/24 05:57:42 PM,64.594,33.490,35.247,,
581,01/07/24 06:57:42 PM,64.594,33.490,35.247,,
582,01/07/24 07:57:42 PM,64.467,32.958,34.732,,
583,01/07/24 08:57:42 PM,64.423,33.021,34.743,,
584,01/07/24 09:57:42 PM,64.380,33.151,34.804,,
585,01/07/24 10:57:42 PM,64.294,33.212,34.776,,
586,01/07/24 11:57:42 PM,64.209,32.945,34.497,,
587,01/08/24 12:57:42 AM,64.081,32.807,34.279,,
588,01/08/24 01:57:42 AM,63.995,32.769,34.176,,
589,01/08/24 02:57:42 AM,63.909,32.897,34.198,,
590,01/08/24 03:57:42 AM,63.781,33.219,34.329,,
591,01/08/24 04:57:42 AM,63.738,33.709,34.659,,
592,01/08/24 05:57:42 AM,63.694,33.903,34.765,,
593,01/08/24 06:57:42 AM,63.610,34.161,34.880,,
594,01/08/24 07:57:42 AM,63.610,34.423,35.073,,
595,01/08/24 08:57:42 AM,63.567,34.519,35.103,,
596,01/08/24 09:57:42 AM,63.567,34.584,35.152,,
597,01/08/24 10:57:42 AM,63.480,34.710,35.168,,
598,01/08/24 11:57:42 AM,63.523,34.843,35.301,,
599,01/08/24 12:57:42 PM,63.694,34.722,35.364,,
600,01/08/24 01:57:42 PM,64.038,34.543,35.537,,
601,01/08/24 02:57:42 PM,64.337,34.330,35.645,,
602,01/08/24 03:57:42 PM,65.836,33.883,36.631,,
603,01/08/24 04:57:42 PM,65.451,34.487,36.741,,
604,01/08/24 05:57:42 PM,65.536,34.524,36.844,,
605,01/08/24 06:57:42 PM,65.579,34.592,36.930,,
606,01/08/24 07:57:42 PM,65.622,34.726,37.065,,
607,01/08/24 08:57:42 PM,65.622,34.791,37.114,,
608,01/08/24 09:57:42 PM,65.622,34.922,37.209,,
609,01/08/24 10:57:42 PM,65.579,34.986,37.218,,
610,01/08/24 11:57:42 PM,65.536,34.983,37.179,,
611,01/09/24 12:57:42 AM,65.451,35.044,37.146,,
612,01/09/24 01:57:42 AM,65.365,35.105,37.116,,
613,01/09/24 02:57:42 AM,65.278,35.199,37.107,,
614,01/09/24 03:57:42 AM,65.151,35.159,36.964,,
615,01/09/24 04:57:42 AM,65.023,35.087,36.799,,
616,01/09/24 05:57:42 AM,64.893,35.080,36.682,,
617,01/09/24 06:57:42 AM,64.765,35.073,36.563,,
618,01/09/24 07:57:42 AM,64.679,35.003,36.437,,
619,01/09/24 08:57:42 AM,64.594,34.868,36.264,,
620,01/09/24 09:57:42 AM,64.508,34.896,36.208,,
621,01/09/24 10:20:19 AM,,,,Logged,
622,01/09/24 10:57:42 AM,64.809,34.158,35.933,,
623,01/09/24 11:57:42 AM,64.852,33.898,35.778,,
624,01/09/24 12:57:42 PM,65.023,33.710,35.787,,
625,01/09/24 01:57:42 PM,65.278,33.526,35.875,,
626,01/09/24 02:57:42 PM,65.408,33.861,36.239,,
627,01/09/24 03:57:42 PM,65.750,34.339,36.894,,
628,01/09/24 04:57:42 PM,66.178,34.690,37.530,,
629,01/09/24 05:57:42 PM,66.393,35.029,37.967,,
630,01/09/24 06:57:42 PM,66.607,35.335,38.377,,
631,01/09/24 07:57:42 PM,66.821,35.642,38.788,,
632,01/09/24 08:57:42 PM,66.949,35.911,39.094,,
633,01/09/24 09:57:42 PM,67.077,36.245,39.445,,
634,01/09/24 10:57:42 PM,67.206,36.677,39.862,,
635,01/09/24 11:57:42 PM,67.249,36.647,39.879,,
636,01/10/24 12:57:42 AM,67.334,36.913,40.141,,
637,01/10/24 01:57:42 AM,67.377,36.785,40.089,,
638,01/10/24 02:57:42 AM,67.420,36.787,40.129,,
639,01/10/24 03:57:42 AM,67.420,36.722,40.084,,
640,01/10/24 04:57:42 AM,67.420,36.722,40.084,,
641,01/10/24 05:57:42 AM,67.420,36.656,40.037,,
642,01/10/24 06:57:42 AM,67.420,36.656,40.037,,
643,01/10/24 07:57:42 AM,67.420,36.656,40.037,,
644,01/10/24 08:57:42 AM,67.464,36.593,40.032,,
645,01/10/24 09:57:42 AM,67.505,36.596,40.071,,
646,01/10/24 10:57:42 AM,67.591,36.862,40.334,,
647,01/10/24 11:57:42 AM,67.420,37.733,40.784,,
648,01/10/24 12:57:42 PM,67.548,38.132,41.169,,
649,01/10/24 01:57:42 PM,67.591,38.784,41.646,,
650,01/10/24 02:57:42 PM,67.719,39.149,42.004,,
651,01/10/24 03:57:42 PM,67.933,39.648,42.525,,
652,01/10/24 04:57:42 PM,68.191,39.891,42.913,,
653,01/10/24 05:57:42 PM,68.448,40.036,43.237,,
654,01/10/24 06:57:42 PM,68.706,40.051,43.479,,
655,01/10/24 07:57:42 PM,68.877,40.062,43.639,,
656,01/10/24 08:57:42 PM,69.006,40.069,43.759,,
657,01/10/24 09:57:42 PM,69.134,40.109,43.900,,
658,01/10/24 10:57:42 PM,69.220,40.082,43.959,,
659,01/10/24 11:57:42 PM,69.264,40.020,43.957,,
660,01/11/24 12:57:42 AM,69.307,40.022,43.997,,
661,01/11/24 01:57:42 AM,69.348,40.025,44.037,,
662,01/11/24 02:57:42 AM,69.391,40.092,44.119,,
663,01/11/24 03:57:42 AM,69.391,40.092,44.119,,
664,01/11/24 04:57:42 AM,69.391,40.157,44.163,,
665,01/11/24 05:57:42 AM,69.478,40.390,44.391,,
666,01/11/24 06:57:42 AM,69.435,38.925,43.385,,
667,01/11/24 07:57:42 AM,69.307,37.481,42.287,,
668,01/11/24 08:57:42 AM,69.091,35.831,40.930,,
669,01/11/24 09:57:42 AM,69.091,35.634,40.788,,
670,01/11/24 10:57:42 AM,69.049,34.446,39.877,,
671,01/11/24 11:57:42 AM,69.049,33.223,38.950,,
672,01/11/24 12:57:42 PM,69.091,33.457,39.168,,
673,01/11/24 01:57:42 PM,69.134,33.691,39.384,,
674,01/11/24 02:57:42 PM,69.264,33.929,39.677,,
675,01/11/24 03:57:42 PM,69.264,34.325,39.976,,
676,01/11/24 04:57:42 PM,69.435,34.565,40.305,,
677,01/11/24 05:57:42 PM,69.564,34.143,40.102,,
678,01/11/24 06:57:42 PM,69.649,33.949,40.032,,
679,01/11/24 07:57:42 PM,69.692,33.488,39.717,,
680,01/11/24 08:57:42 PM,69.692,32.825,39.205,,
681,01/11/24 09:57:42 PM,69.735,32.562,39.036,,
682,01/11/24 10:57:42 PM,69.735,32.628,39.088,,
683,01/11/24 11:57:42 PM,69.778,32.697,39.180,,
684,01/12/24 12:57:42 AM,69.735,32.628,39.088,,
685,01/12/24 01:57:42 AM,69.735,32.628,39.088,,
686,01/12/24 02:57:42 AM,69.692,32.560,38.997,,
687,01/12/24 03:57:42 AM,69.606,32.489,38.867,,
688,01/12/24 04:57:42 AM,69.564,32.354,38.723,,
689,01/12/24 05:57:42 AM,69.478,32.283,38.592,,
690,01/12/24 06:57:42 AM,69.391,32.179,38.435,,
691,01/12/24 07:57:42 AM,69.348,32.078,38.316,,
692,01/12/24 08:57:42 AM,69.264,32.007,38.185,,
693,01/12/24 09:57:42 AM,69.220,32.071,38.199,,
694,01/12/24 10:57:42 AM,69.220,32.204,38.304,,
695,01/12/24 11:57:42 AM,69.264,32.472,38.554,,
696,01/12/24 12:57:42 PM,69.949,32.506,39.180,,
697,01/12/24 01:57:42 PM,72.187,30.947,39.866,,
698,01/12/24 02:57:42 PM,72.271,31.420,40.330,,
699,01/12/24 03:57:42 PM,72.014,32.275,40.798,,
700,01/12/24 04:57:42 PM,71.712,32.527,40.735,,
701,01/12/24 05:57:42 PM,71.627,32.789,40.867,,
702,01/12/24 06:57:42 PM,71.584,33.053,41.036,,
703,01/12/24 07:57:42 PM,71.584,33.252,41.193,,
704,01/12/24 08:57:42 PM,71.584,33.385,41.295,,
705,01/12/24 09:57:42 PM,71.584,33.518,41.398,,
706,01/12/24 10:57:42 PM,71.541,33.615,41.436,,
707,01/12/24 11:57:42 PM,71.497,33.646,41.421,,
708,01/13/24 12:57:42 AM,71.411,33.642,41.342,,
709,01/13/24 01:57:42 AM,71.325,33.638,41.265,,
710,01/13/24 02:57:42 AM,71.197,33.565,41.095,,
711,01/13/24 03:57:42 AM,71.110,33.560,41.016,,
712,01/13/24 04:57:42 AM,71.024,33.556,40.937,,
713,01/13/24 05:57:42 AM,70.938,33.485,40.807,,
714,01/13/24 06:57:42 AM,70.851,33.448,40.703,,
715,01/13/24 07:57:42 AM,70.723,33.408,40.559,,
716,01/13/24 08:57:42 AM,70.680,33.339,40.469,,
717,01/13/24 09:57:42 AM,70.551,33.266,40.300,,
718,01/13/24 10:57:42 AM,70.507,33.331,40.311,,
719,01/13/24 11:57:42 AM,70.507,33.397,40.363,,
720,01/13/24 12:57:42 PM,70.551,33.499,40.478,,
721,01/13/24 01:57:42 PM,70.594,33.799,40.746,,
722,01/13/24 02:57:42 PM,70.637,34.066,40.987,,
723,01/13/24 03:57:42 PM,70.723,34.104,41.092,,
724,01/13/24 04:57:42 PM,70.894,34.510,41.549,,
725,01/13/24 05:57:42 PM,71.067,34.948,42.028,,
726,01/13/24 06:57:42 PM,71.197,35.219,42.341,,
727,01/13/24 07:57:42 PM,71.325,35.556,42.703,,
728,01/13/24 08:57:42 PM,71.454,35.761,42.967,,
729,01/13/24 09:57:42 PM,71.497,35.928,43.126,,
730,01/13/24 10:57:42 PM,71.584,36.098,43.326,,
731,01/13/24 11:57:42 PM,71.584,36.164,43.372,,
732,01/14/24 12:57:42 AM,71.584,36.230,43.419,,
733,01/14/24 01:57:42 AM,71.541,36.326,43.452,,
734,01/14/24 02:57:42 AM,71.541,36.359,43.475,,
735,01/14/24 03:57:42 AM,71.454,36.387,43.419,,
736,01/14/24 04:57:42 AM,71.411,36.418,43.403,,
737,01/14/24 05:57:42 AM,71.368,36.448,43.387,,
738,01/14/24 06:57:42 AM,71.325,36.479,43.371,,
739,01/14/24 07:57:42 AM,71.238,36.474,43.291,,
740,01/14/24 08:57:42 AM,71.197,36.570,43.322,,
741,01/14/24 09:57:42 AM,71.197,36.603,43.345,,
742,01/14/24 10:57:42 AM,71.238,36.770,43.502,,
743,01/14/24 11:57:42 AM,71.281,37.002,43.705,,
744,01/14/24 12:57:42 PM,71.325,37.333,43.975,,
745,01/14/24 01:57:42 PM,71.454,37.603,44.280,,
746,01/14/24 02:57:42 PM,71.584,37.938,44.627,,
747,01/14/24 03:57:42 PM,71.755,38.406,45.102,,
748,01/14/24 04:57:42 PM,71.841,38.706,45.383,,
749,01/14/24 05:57:42 PM,72.014,39.010,45.743,,
750,01/14/24 06:57:42 PM,72.187,39.151,45.993,,
751,01/14/24 07:57:42 PM,72.315,39.224,46.157,,
752,01/14/24 08:57:42 PM,72.444,39.297,46.323,,
753,01/14/24 09:57:42 PM,72.487,39.299,46.362,,
754,01/14/24 10:57:42 PM,72.531,39.367,46.447,,
755,01/14/24 11:57:42 PM,72.531,39.367,46.447,,
756,01/15/24 12:57:42 AM,72.531,39.432,46.490,,
757,01/15/24 01:57:42 AM,72.487,39.430,46.450,,
758,01/15/24 02:57:42 AM,72.444,39.460,46.432,,
759,01/15/24 03:57:42 AM,72.401,39.458,46.391,,
760,01/15/24 04:57:42 AM,72.358,39.422,46.330,,
761,01/15/24 05:57:42 AM,72.271,39.450,46.270,,
762,01/15/24 06:57:42 AM,72.187,39.412,46.168,,
763,01/15/24 07:57:42 AM,72.144,39.442,46.150,,
764,01/15/24 08:57:42 AM,72.057,39.535,46.135,,
765,01/15/24 09:57:42 AM,72.014,39.598,46.139,,
766,01/15/24 10:57:42 AM,72.014,39.728,46.225,,
767,01/15/24 11:57:42 AM,72.057,39.927,46.396,,
768,01/15/24 12:57:42 PM,72.100,40.125,46.566,,
769,01/15/24 01:57:42 PM,72.230,40.426,46.879,,
770,01/15/24 02:57:42 PM,72.315,40.724,47.152,,
771,01/15/24 03:57:42 PM,72.401,41.119,47.485,,
772,01/15/24 04:57:42 PM,72.574,41.487,47.878,,
773,01/15/24 05:57:42 PM,72.747,41.693,48.164,,
774,01/15/24 06:57:42 PM,72.919,41.801,48.389,,
775,01/15/24 07:57:42 PM,73.006,41.806,48.470,,
776,01/15/24 08:57:42 PM,73.092,41.811,48.551,,
777,01/15/24 09:57:42 PM,73.135,41.879,48.634,,
778,01/15/24 10:57:42 PM,73.135,41.944,48.675,,
779,01/15/24 11:57:42 PM,73.179,41.947,48.715,,
780,01/16/24 12:57:42 AM,73.135,41.976,48.695,,
781,01/16/24 01:57:42 AM,73.135,42.009,48.717,,
782,01/16/24 02:57:42 AM,73.092,41.974,48.655,,
783,01/16/24 03:57:42 AM,73.049,41.939,48.594,,
784,01/16/24 04:57:42 AM,73.006,41.871,48.511,,
785,01/16/24 05:57:42 AM,72.919,41.866,48.430,,
786,01/16/24 06:57:42 AM,72.876,41.798,48.349,,
787,01/16/24 07:57:42 AM,72.790,41.760,48.247,,
788,01/16/24 08:57:42 AM,72.747,41.790,48.227,,
789,01/16/24 09:57:42 AM,72.747,41.855,48.268,,
790,01/16/24 10:57:42 AM,72.833,42.087,48.493,,
791,01/16/24 11:57:42 AM,72.963,42.225,48.699,,
792,01/16/24 12:57:42 PM,73.049,42.555,48.983,,
793,01/16/24 01:57:42 PM,73.135,42.690,49.147,,
794,01/16/24 02:57:42 PM,72.790,42.830,48.924,,
795,01/16/24 03:57:42 PM,72.574,42.913,48.780,,
796,01/16/24 04:57:42 PM,72.271,43.443,48.835,,
797,01/16/24 05:57:42 PM,71.712,43.664,48.466,,
798,01/16/24 06:57:42 PM,71.067,44.201,48.209,,
799,01/16/24 07:57:42 PM,70.036,45.383,47.977,,
800,01/16/24 08:57:42 PM,69.264,46.382,47.854,,
801,01/16/24 09:57:42 PM,68.619,47.290,47.784,,
802,01/16/24 10:57:42 PM,68.063,48.011,47.676,,
803,01/16/24 11:57:42 PM,67.591,48.608,47.574,,
804,01/17/24 12:57:42 AM,67.206,49.335,47.615,,
805,01/17/24 01:57:42 AM,66.906,49.690,47.530,,
806,01/17/24 02:57:42 AM,66.862,49.749,47.523,,
807,01/17/24 03:57:42 AM,66.821,49.997,47.615,,
808,01/17/24 04:57:42 AM,66.691,49.956,47.476,,
809,01/17/24 05:57:42 AM,66.607,50.419,47.642,,
810,01/17/24 06:57:42 AM,66.520,50.600,47.658,,
811,01/17/24 07:57:42 AM,66.691,49.454,47.208,,
812,01/17/24 08:57:42 AM,66.735,52.113,48.643,,
813,01/17/24 09:57:42 AM,66.650,52.355,48.688,,
814,01/17/24 10:57:42 AM,66.607,52.631,48.789,,
815,01/17/24 11:57:42 AM,66.691,48.291,46.576,,
816,01/17/24 12:57:42 PM,66.906,49.093,47.210,,
817,01/17/24 01:57:42 PM,67.035,49.322,47.451,,
818,01/17/24 02:57:42 PM,67.163,49.708,47.777,,
819,01/17/24 03:57:42 PM,67.291,49.749,47.917,,
820,01/17/24 04:57:42 PM,67.420,49.696,48.006,,
821,01/17/24 05:57:42 PM,67.420,49.413,47.854,,
822,01/17/24 06:57:42 PM,67.420,49.476,47.889,,
823,01/17/24 07:57:42 PM,67.420,49.822,48.074,,
824,01/17/24 08:57:42 PM,67.035,51.949,48.835,,
825,01/17/24 09:57:42 PM,66.650,52.976,49.003,,
826,01/17/24 10:57:42 PM,66.393,53.575,49.066,,
827,01/17/24 11:57:42 PM,66.178,54.084,49.120,,
828,01/18/24 12:57:42 AM,66.263,53.843,49.080,,
829,01/18/24 01:57:42 AM,66.306,53.939,49.168,,
830,01/18/24 02:57:42 AM,66.306,53.259,48.828,,
831,01/18/24 03:57:42 AM,66.306,53.599,48.999,,
832,01/18/24 04:57:42 AM,66.263,52.449,48.378,,
833,01/18/24 05:57:42 AM,66.222,51.544,47.874,,
834,01/18/24 06:57:42 AM,66.135,51.008,47.518,,
835,01/18/24 07:57:42 AM,66.135,53.431,48.756,,
836,01/18/24 08:57:42 AM,66.051,53.424,48.673,,
837,01/18/24 09:57:42 AM,65.964,50.995,47.352,,
838,01/18/24 10:57:42 AM,66.051,50.315,47.075,,
839,01/18/24 11:57:42 AM,66.135,50.696,47.354,,
840,01/18/24 12:57:42 PM,66.222,51.420,47.811,,
841,01/18/24 01:57:42 PM,66.306,51.644,48.006,,
842,01/18/24 02:57:42 PM,66.436,52.245,48.434,,
843,01/18/24 03:57:42 PM,66.607,52.476,48.709,,
844,01/18/24 04:57:42 PM,66.691,52.358,48.729,,
845,01/18/24 05:57:42 PM,66.821,52.244,48.789,,
846,01/18/24 06:57:42 PM,66.821,51.964,48.645,,
847,01/18/24 07:57:42 PM,66.778,53.203,49.237,,
848,01/18/24 08:57:42 PM,66.564,54.207,49.539,,
849,01/18/24 09:57:42 PM,66.393,54.564,49.555,,
850,01/18/24 10:57:42 PM,66.178,54.885,49.516,,
851,01/18/24 11:57:42 PM,66.007,55.117,49.469,,
852,01/19/24 12:57:42 AM,65.878,55.353,49.464,,
853,01/19/24 01:57:42 AM,65.921,53.260,48.472,,
854,01/19/24 02:57:42 AM,65.921,52.174,47.921,,
855,01/19/24 03:57:42 AM,65.878,51.767,47.673,,
856,01/19/24 04:57:42 AM,65.878,51.674,47.626,,
857,01/19/24 05:57:42 AM,65.878,51.674,47.626,,
858,01/19/24 06:57:42 AM,65.836,51.671,47.584,,
859,01/19/24 07:57:42 AM,65.836,51.702,47.601,,
860,01/19/24 08:57:42 AM,65.878,52.451,48.024,,
861,01/19/24 09:57:42 AM,65.964,53.201,48.481,,
862,01/19/24 10:57:42 AM,65.964,52.953,48.357,,
863,01/19/24 11:57:42 AM,66.051,53.270,48.596,,
864,01/19/24 12:57:42 PM,66.092,53.613,48.807,,
865,01/19/24 01:57:42 PM,66.178,53.682,48.920,,
866,01/19/24 02:57:42 PM,66.349,53.665,49.071,,
867,01/19/24 03:57:42 PM,66.393,53.513,49.035,,
868,01/19/24 04:57:42 PM,66.477,53.613,49.165,,
869,01/19/24 05:57:42 PM,66.477,53.520,49.118,,
870,01/19/24 06:57:42 PM,66.477,53.334,49.024,,
871,01/19/24 07:57:42 PM,66.520,53.121,48.958,,
872,01/19/24 08:57:42 PM,66.477,53.118,48.916,,
873,01/19/24 09:57:42 PM,66.477,53.056,48.884,,
874,01/19/24 10:57:42 PM,66.477,53.551,49.134,,
875,01/19/24 11:57:42 PM,66.135,54.358,49.217,,
876,01/20/24 12:57:42 AM,65.878,54.984,49.284,,
877,01/20/24 01:57:42 AM,65.664,55.397,49.285,,
878,01/20/24 02:57:42 AM,65.579,55.635,49.321,,
879,01/20/24 03:57:42 AM,65.579,55.482,49.248,,
880,01/20/24 04:57:42 AM,65.579,55.421,49.217,,
881,01/20/24 05:57:42 AM,65.536,53.415,48.191,,
882,01/20/24 06:57:42 AM,65.493,55.014,48.940,,
883,01/20/24 07:57:42 AM,65.365,55.280,48.951,,
884,01/20/24 08:57:42 AM,65.278,55.457,48.956,,
885,01/20/24 09:57:42 AM,65.322,52.717,47.642,,
886,01/20/24 10:57:42 AM,65.365,53.494,48.072,,
