"Plot Title: 10596690_Birds_Mammals_Range"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10596690, SEN S/N: 10596690)","RH, % (LGR S/N: 10596690, SEN S/N: 10596690)"
1159,07/24/23 05:28:37 PM,70.723,55.904
1160,07/24/23 06:28:37 PM,70.810,55.199
1161,07/24/23 07:28:37 PM,70.810,54.765
1162,07/24/23 08:28:37 PM,69.348,56.470
1163,07/24/23 09:28:37 PM,68.877,57.168
1164,07/24/23 10:28:37 PM,68.277,57.792
1165,07/24/23 11:28:37 PM,67.548,58.767
1166,07/25/23 12:28:37 AM,67.849,58.366
1167,07/25/23 01:28:37 AM,67.163,59.068
1168,07/25/23 02:28:37 AM,67.206,58.950
1169,07/25/23 03:28:37 AM,67.291,58.836
1170,07/25/23 04:28:37 AM,66.735,59.456
1171,07/25/23 05:28:37 AM,66.735,59.456
1172,07/25/23 06:28:37 AM,66.821,59.494
1173,07/25/23 07:28:37 AM,67.377,58.569
1174,07/25/23 08:28:37 AM,67.591,58.069
1175,07/25/23 09:28:37 AM,68.535,56.433
1176,07/25/23 10:28:37 AM,68.706,56.108
1177,07/25/23 11:28:37 AM,68.749,56.973
1178,07/25/23 12:28:37 PM,69.606,56.522
1179,07/25/23 01:28:37 PM,69.993,56.646
1180,07/25/23 02:28:37 PM,70.551,55.859
1181,07/25/23 03:28:37 PM,71.024,55.526
1182,07/25/23 04:28:37 PM,71.238,54.924
1183,07/25/23 05:28:37 PM,72.144,62.003
1184,07/25/23 06:28:37 PM,72.531,59.413
1185,07/25/23 07:28:37 PM,72.790,59.282
1186,07/25/23 08:28:37 PM,71.454,61.272
1187,07/25/23 09:28:37 PM,70.507,62.551
1188,07/25/23 10:28:37 PM,69.822,63.693
1189,07/25/23 11:28:37 PM,69.264,64.660
1190,07/26/23 12:28:37 AM,68.877,65.370
1191,07/26/23 01:28:37 AM,68.578,65.580
1192,07/26/23 02:28:37 AM,68.148,66.875
1193,07/26/23 03:28:37 AM,67.977,66.858
1194,07/26/23 04:28:37 AM,67.762,66.896
1195,07/26/23 05:28:37 AM,67.464,67.989
1196,07/26/23 06:28:37 AM,67.249,67.554
1197,07/26/23 07:28:37 AM,67.377,66.266
1198,07/26/23 08:28:37 AM,67.933,65.517
1199,07/26/23 09:28:37 AM,68.792,64.256
1200,07/26/23 10:28:37 AM,70.293,62.259
1201,07/26/23 11:28:37 AM,71.584,60.401
1202,07/26/23 12:28:37 PM,71.670,60.225
1203,07/26/23 01:28:37 PM,72.187,59.781
1204,07/26/23 02:28:37 PM,72.919,58.587
1205,07/26/23 03:28:37 PM,73.395,57.826
1206,07/26/23 04:28:37 PM,73.611,57.009
1207,07/26/23 05:28:37 PM,73.611,56.762
1208,07/26/23 06:28:37 PM,73.697,56.148
1209,07/26/23 07:28:37 PM,73.697,55.651
1210,07/26/23 08:28:37 PM,72.014,57.833
1211,07/26/23 09:28:37 PM,71.067,58.980
1212,07/26/23 10:28:37 PM,70.336,60.047
1213,07/26/23 11:28:37 PM,69.822,60.670
1214,07/27/23 12:28:37 AM,69.307,61.352
1215,07/27/23 01:28:37 AM,68.877,62.160
1216,07/27/23 02:28:37 AM,68.535,62.671
1217,07/27/23 03:28:37 AM,68.320,62.982
1218,07/27/23 04:28:37 AM,68.063,63.288
1219,07/27/23 05:28:37 AM,67.719,63.766
1220,07/27/23 06:28:37 AM,67.420,64.246
1221,07/27/23 07:28:37 AM,67.635,64.326
1222,07/27/23 08:28:37 AM,68.405,63.170
1223,07/27/23 09:28:37 AM,69.006,62.684
1224,07/27/23 10:28:37 AM,69.778,62.061
1225,07/27/23 11:28:37 AM,70.680,61.294
1226,07/27/23 12:28:37 PM,71.755,61.178
1227,07/27/23 01:28:37 PM,72.660,60.832
1228,07/27/23 02:28:37 PM,73.395,60.132
1229,07/27/23 03:28:37 PM,73.913,59.257
1230,07/27/23 04:28:37 PM,74.172,58.355
1231,07/27/23 05:28:37 PM,74.172,57.985
1232,07/27/23 06:28:37 PM,74.215,57.679
1233,07/27/23 07:28:37 PM,74.215,57.370
1234,07/27/23 08:28:37 PM,72.574,59.417
1235,07/27/23 09:28:37 PM,71.541,60.702
1236,07/27/23 10:28:37 PM,70.810,61.548
1237,07/27/23 11:28:37 PM,70.293,62.531
1238,07/28/23 12:28:37 AM,69.906,63.069
1239,07/28/23 01:28:37 AM,69.478,63.721
1240,07/28/23 02:28:37 AM,69.177,63.993
1241,07/28/23 03:28:37 AM,68.833,64.469
1242,07/28/23 04:28:37 AM,68.578,64.893
1243,07/28/23 05:28:37 AM,68.277,65.282
1244,07/28/23 06:28:37 AM,68.106,65.802
1245,07/28/23 07:28:37 AM,68.448,65.001
1246,07/28/23 08:28:37 AM,68.491,59.914
1247,07/28/23 09:28:37 AM,69.049,58.775
1248,07/28/23 10:28:37 AM,69.391,58.040
1249,07/28/23 11:28:37 AM,70.165,56.476
1250,07/28/23 12:28:37 PM,70.810,55.849
1251,07/28/23 01:28:37 PM,71.325,55.210
1252,07/28/23 02:28:37 PM,71.712,54.682
1253,07/28/23 03:28:37 PM,72.144,55.121
1254,07/28/23 04:28:37 PM,72.230,55.034
1255,07/28/23 05:28:37 PM,72.230,54.786
1256,07/28/23 06:28:37 PM,72.144,54.779
1257,07/28/23 07:28:37 PM,71.541,55.413
1258,07/28/23 08:28:37 PM,70.036,57.266
1259,07/28/23 09:28:37 PM,69.220,58.148
1260,07/28/23 10:28:37 PM,68.619,58.677
1261,07/28/23 11:28:37 PM,68.063,59.269
1262,07/29/23 12:28:37 AM,67.762,59.546
1263,07/29/23 01:28:37 AM,67.719,59.664
1264,07/29/23 02:28:37 AM,67.719,59.451
1265,07/29/23 03:28:37 AM,67.077,60.153
1266,07/29/23 04:28:37 AM,67.420,60.063
1267,07/29/23 05:28:37 AM,66.906,60.350
1268,07/29/23 06:28:37 AM,67.035,60.210
1269,07/29/23 07:28:37 AM,67.762,59.121
1270,07/29/23 08:28:37 AM,67.892,59.040
1271,07/29/23 09:28:37 AM,68.877,57.628
1272,07/29/23 10:28:37 AM,69.177,57.991
1273,07/29/23 11:28:37 AM,69.564,55.747
1274,07/29/23 12:28:37 PM,70.250,55.371
1275,07/29/23 01:28:37 PM,71.712,53.591
1276,07/29/23 02:28:37 PM,72.230,53.507
1277,07/29/23 03:28:37 PM,72.487,53.308
1278,07/29/23 04:28:37 PM,72.100,53.622
1279,07/29/23 05:28:37 PM,71.798,54.004
1280,07/29/23 06:28:37 PM,71.627,54.177
1281,07/29/23 07:28:37 PM,71.325,54.371
1282,07/29/23 08:28:37 PM,69.865,56.235
1283,07/29/23 09:28:37 PM,68.920,57.356
1284,07/29/23 10:28:37 PM,68.191,58.182
1285,07/29/23 11:28:37 PM,67.678,58.626
1286,07/30/23 12:28:37 AM,67.291,59.140
1287,07/30/23 01:28:37 AM,66.949,59.475
1288,07/30/23 02:28:37 AM,67.163,59.160
1289,07/30/23 03:28:37 AM,67.035,59.331
1290,07/30/23 04:28:37 AM,66.436,60.066
1291,07/30/23 05:28:37 AM,66.949,59.869
1292,07/30/23 06:28:37 AM,66.306,60.387
1293,07/30/23 07:28:37 AM,67.120,59.672
1294,07/30/23 08:28:37 AM,67.420,58.939
1295,07/30/23 09:28:37 AM,68.148,57.964
1296,07/30/23 10:28:37 AM,68.963,56.991
1297,07/30/23 11:28:37 AM,69.606,56.183
1298,07/30/23 12:28:37 PM,69.865,55.803
1299,07/30/23 01:28:37 PM,70.466,55.047
1300,07/30/23 02:28:37 PM,70.723,54.851
1301,07/30/23 03:28:37 PM,71.584,54.423
1302,07/30/23 04:28:37 PM,71.154,55.010
1303,07/30/23 05:28:37 PM,71.454,54.848
1304,07/30/23 06:28:37 PM,71.454,54.848
1305,07/30/23 07:28:37 PM,71.110,55.254
1306,07/30/23 08:28:37 PM,69.735,57.056
1307,07/30/23 09:28:37 PM,68.833,57.870
1308,07/30/23 10:28:37 PM,68.148,58.697
1309,07/30/23 11:28:37 PM,67.505,59.615
1310,07/31/23 12:28:37 AM,67.035,60.240
1311,07/31/23 01:28:37 AM,66.607,60.747
1312,07/31/23 02:28:37 AM,66.306,60.931
1313,07/31/23 03:28:37 AM,67.077,60.153
1314,07/31/23 04:28:37 AM,66.393,60.939
1315,07/31/23 05:28:37 AM,66.564,60.984
1316,07/31/23 06:28:37 AM,66.735,60.607
1317,07/31/23 07:28:37 AM,66.178,61.492
1318,07/31/23 08:28:37 AM,67.849,59.067
1319,07/31/23 09:28:37 AM,68.277,58.708
1320,07/31/23 10:28:37 AM,68.877,57.352
1321,07/31/23 11:28:37 AM,69.649,56.341
1322,07/31/23 12:28:37 PM,70.551,55.054
1323,07/31/23 01:28:37 PM,71.024,54.627
1324,07/31/23 02:28:37 PM,71.971,53.893
1325,07/31/23 03:28:37 PM,72.315,53.951
1326,07/31/23 04:28:37 PM,72.100,54.339
1327,07/31/23 05:28:37 PM,71.670,54.274
1328,07/31/23 06:28:37 PM,70.894,55.206
1329,07/31/23 07:28:37 PM,70.079,56.129
1330,07/31/23 08:28:37 PM,69.220,57.136
1331,07/31/23 09:28:37 PM,68.491,58.085
1332,07/31/23 10:28:37 PM,68.020,58.747
1333,07/31/23 11:28:37 PM,67.591,59.288
1334,08/01/23 12:28:37 AM,67.249,59.653
1335,08/01/23 01:28:37 AM,66.906,60.047
1336,08/01/23 02:28:37 AM,66.650,60.327
1337,08/01/23 03:28:37 AM,66.477,60.705
1338,08/01/23 04:28:37 AM,67.120,60.309
1339,08/01/23 05:28:37 AM,66.477,60.584
1340,08/01/23 06:28:37 AM,66.263,61.168
1341,08/01/23 07:28:37 AM,67.035,60.392
1342,08/01/23 08:28:37 AM,67.077,60.214
1343,08/01/23 09:28:37 AM,67.548,59.831
1344,08/01/23 10:28:37 AM,69.391,56.966
1345,08/01/23 11:28:37 AM,69.906,56.239
1346,08/01/23 12:28:37 PM,70.423,55.725
1347,08/01/23 01:28:37 PM,70.938,55.116
1348,08/01/23 02:28:37 PM,71.197,54.889
1349,08/01/23 03:28:37 PM,71.541,54.699
1350,08/01/23 04:28:37 PM,71.584,54.765
1351,08/01/23 05:28:37 PM,71.454,54.692
1352,08/01/23 06:28:37 PM,71.238,54.675
1353,08/01/23 07:28:37 PM,70.851,54.861
1354,08/01/23 08:28:37 PM,69.391,56.781
1355,08/01/23 09:28:37 PM,68.535,57.936
1356,08/01/23 10:28:37 PM,67.849,58.549
1357,08/01/23 11:28:37 PM,67.377,59.178
1358,08/02/23 12:28:37 AM,66.949,59.445
1359,08/02/23 01:28:37 AM,66.607,59.990
1360,08/02/23 02:28:37 AM,66.306,60.266
1361,08/02/23 03:28:37 AM,66.477,60.191
1362,08/02/23 04:28:37 AM,66.735,60.123
1363,08/02/23 05:28:37 AM,66.092,60.640
1364,08/02/23 06:28:37 AM,66.263,60.716
1365,08/02/23 07:28:37 AM,66.778,60.066
1366,08/02/23 08:28:37 AM,66.778,59.794
1367,08/02/23 09:28:37 AM,67.505,58.885
1368,08/02/23 10:28:37 AM,68.405,58.078
1369,08/02/23 11:28:37 AM,68.877,57.383
1370,08/02/23 12:28:37 PM,69.692,56.282
1371,08/02/23 01:28:37 PM,70.380,55.505
1372,08/02/23 02:28:37 PM,70.851,54.985
1373,08/02/23 03:28:37 PM,71.067,54.444
1374,08/02/23 04:28:37 PM,71.154,53.797
1375,08/02/23 05:28:37 PM,70.810,54.516
1376,08/02/23 06:28:37 PM,70.680,54.195
1377,08/02/23 07:28:37 PM,70.594,54.064
1378,08/02/23 08:28:37 PM,69.177,55.839
1379,08/02/23 09:28:37 PM,68.277,56.934
1380,08/02/23 10:28:37 PM,67.635,58.012
1381,08/02/23 11:28:37 PM,67.291,58.471
1382,08/03/23 12:28:37 AM,67.719,60.089
1383,08/03/23 01:28:37 AM,67.334,58.962
1384,08/03/23 02:28:37 AM,66.735,62.084
1385,08/03/23 03:28:37 AM,66.263,60.293
1386,08/03/23 04:28:37 AM,66.178,60.768
1387,08/03/23 05:28:37 AM,65.536,61.373
1388,08/03/23 06:28:37 AM,65.408,61.542
1389,08/03/23 07:28:37 AM,65.964,61.923
1390,08/03/23 08:28:37 AM,66.607,59.657
1391,08/03/23 09:28:37 AM,67.334,58.749
1392,08/03/23 10:28:37 AM,67.249,58.619
1393,08/03/23 11:28:37 AM,67.635,57.492
1394,08/03/23 12:28:37 PM,68.191,57.018
1395,08/03/23 01:28:37 PM,68.706,56.754
1396,08/03/23 02:28:37 PM,69.606,55.782
1397,08/03/23 03:28:37 PM,69.906,55.064
1398,08/03/23 04:28:37 PM,69.778,55.641
1399,08/03/23 05:28:37 PM,69.735,55.329
1400,08/03/23 06:28:37 PM,69.822,54.840
1401,08/03/23 07:28:37 PM,69.649,55.074
1402,08/03/23 08:28:37 PM,68.362,56.634
1403,08/03/23 09:28:37 PM,67.635,58.470
1404,08/03/23 10:28:37 PM,67.163,59.372
1405,08/03/23 11:28:37 PM,67.334,60.418
1406,08/04/23 12:28:37 AM,67.120,61.215
1407,08/04/23 01:28:37 AM,66.349,60.028
1408,08/04/23 02:28:37 AM,66.092,62.835
1409,08/04/23 03:28:37 AM,66.135,62.329
1410,08/04/23 04:28:37 AM,65.451,61.486
1411,08/04/23 05:28:37 AM,65.194,61.853
1412,08/04/23 06:28:37 AM,65.278,61.921
1413,08/04/23 07:28:37 AM,65.793,62.598
1414,08/04/23 08:28:37 AM,66.821,59.676
1415,08/04/23 09:28:37 AM,67.678,58.138
1416,08/04/23 10:28:37 AM,67.334,58.566
1417,08/04/23 11:28:37 AM,68.619,57.177
1418,08/04/23 12:28:37 PM,68.619,56.655
1419,08/04/23 01:28:37 PM,69.049,56.075
1420,08/04/23 02:28:37 PM,69.307,55.880
1421,08/04/23 03:28:37 PM,70.851,66.873
1422,08/04/23 04:28:37 PM,72.703,64.596
1423,08/04/23 05:28:37 PM,73.654,64.051
1424,08/04/23 06:28:37 PM,74.475,63.036
1425,08/04/23 07:28:37 PM,75.168,62.308
1426,08/04/23 08:28:37 PM,74.345,62.872
1427,08/04/23 09:28:37 PM,73.783,63.276
1428,08/04/23 10:28:37 PM,73.481,65.091
1429,08/04/23 11:28:37 PM,73.308,66.036
1430,08/05/23 12:28:37 AM,73.265,66.841
1431,08/05/23 01:28:37 AM,73.222,67.166
1432,08/05/23 02:28:37 AM,73.179,67.430
1433,08/05/23 03:28:37 AM,73.179,67.281
1434,08/05/23 04:28:37 AM,73.179,67.131
1435,08/05/23 05:28:37 AM,73.135,67.097
1436,08/05/23 06:28:37 AM,73.135,67.277
1437,08/05/23 07:28:37 AM,73.611,66.665
1438,08/05/23 08:28:37 AM,74.647,65.142
1439,08/05/23 09:28:37 AM,75.515,63.861
1440,08/05/23 10:28:37 AM,76.080,62.238
1441,08/05/23 11:28:37 AM,77.038,61.037
1442,08/05/23 12:28:37 PM,77.911,60.097
1443,08/05/23 01:28:37 PM,78.656,59.234
1444,08/05/23 02:28:37 PM,79.313,58.607
1445,08/05/23 03:28:37 PM,79.007,56.177
1446,08/05/23 04:28:37 PM,77.562,53.264
1447,08/05/23 05:28:37 PM,76.734,53.136
1448,08/05/23 06:28:37 PM,76.123,53.152
1449,08/05/23 07:28:37 PM,75.558,53.705
1450,08/05/23 08:28:37 PM,73.870,55.104
1451,08/05/23 09:28:37 PM,72.747,56.194
1452,08/05/23 10:28:37 PM,71.971,58.014
1453,08/05/23 11:28:37 PM,71.325,58.573
1454,08/06/23 12:28:37 AM,70.767,59.535
1455,08/06/23 01:28:37 AM,70.293,59.646
1456,08/06/23 02:28:37 AM,69.822,59.910
1457,08/06/23 03:28:37 AM,69.391,60.845
1458,08/06/23 04:28:37 AM,69.006,61.204
1459,08/06/23 05:28:37 AM,68.619,61.260
1460,08/06/23 06:28:37 AM,68.148,59.398
1461,08/06/23 07:28:37 AM,68.148,59.124
1462,08/06/23 08:28:37 AM,68.405,58.170
1463,08/06/23 09:28:37 AM,69.649,57.295
1464,08/06/23 10:28:37 AM,69.822,55.397
1465,08/06/23 11:28:37 AM,70.293,55.157
1466,08/06/23 12:28:37 PM,70.938,54.216
1467,08/06/23 01:28:37 PM,71.368,53.814
1468,08/06/23 02:28:37 PM,71.755,53.938
1469,08/06/23 03:28:37 PM,71.971,53.424
1470,08/06/23 04:28:37 PM,72.100,53.184
1471,08/06/23 05:28:37 PM,71.971,52.955
1472,08/06/23 06:28:37 PM,71.798,53.317
1473,08/06/23 07:28:37 PM,71.841,53.352
1474,08/06/23 08:28:37 PM,70.507,55.546
1475,08/06/23 09:28:37 PM,69.606,57.045
1476,08/06/23 10:28:37 PM,68.963,58.309
1477,08/06/23 11:28:37 PM,68.405,58.597
1478,08/07/23 12:28:37 AM,68.877,59.157
1479,08/07/23 01:28:37 AM,69.006,59.046
1480,08/07/23 02:28:37 AM,68.277,59.531
1481,08/07/23 03:28:37 AM,68.619,60.988
1482,08/07/23 04:28:37 AM,68.448,58.540
1483,08/07/23 05:28:37 AM,67.933,60.866
1484,08/07/23 06:28:37 AM,68.277,61.592
1485,08/07/23 07:28:37 AM,68.448,58.418
1486,08/07/23 08:28:37 AM,68.963,57.421
1487,08/07/23 09:28:37 AM,69.865,55.803
1488,08/07/23 10:28:37 AM,69.692,55.263
1489,08/07/23 11:28:37 AM,70.079,54.923
1490,08/07/23 12:28:37 PM,70.637,54.347
1491,08/07/23 01:28:37 PM,71.110,53.544
1492,08/07/23 02:28:37 PM,71.541,53.047
1493,08/07/23 03:28:37 PM,71.884,52.917
1494,08/07/23 04:28:37 PM,72.014,53.553
1495,08/07/23 05:28:37 PM,72.014,53.490
1496,08/07/23 06:28:37 PM,71.928,53.265
1497,08/07/23 07:28:37 PM,71.841,54.443
1498,08/07/23 08:28:37 PM,70.551,55.581
1499,08/07/23 09:28:37 PM,69.735,56.348
1500,08/07/23 10:28:37 PM,69.049,58.500
1501,08/07/23 11:28:37 PM,68.448,59.667
1502,08/08/23 12:28:37 AM,68.491,58.910
1503,08/08/23 01:28:37 AM,68.234,59.740
1504,08/08/23 02:28:37 AM,67.591,60.199
1505,08/08/23 03:28:37 AM,67.206,59.042
1506,08/08/23 04:28:37 AM,67.163,60.282
1507,08/08/23 05:28:37 AM,66.650,59.782
1508,08/08/23 06:28:37 AM,66.735,59.608
1509,08/08/23 07:28:37 AM,67.249,60.502
1510,08/08/23 08:28:37 AM,67.933,60.260
1511,08/08/23 09:28:37 AM,68.833,57.533
1512,08/08/23 10:28:37 AM,68.963,56.776
1513,08/08/23 11:28:37 AM,69.949,54.261
1514,08/08/23 12:28:37 PM,70.594,53.597
1515,08/08/23 01:28:37 PM,71.110,53.388
1516,08/08/23 02:28:37 PM,71.541,52.703
1517,08/08/23 03:28:37 PM,72.271,51.975
1518,08/08/23 04:28:37 PM,71.971,52.423
1519,08/08/23 05:28:37 PM,71.798,52.691
1520,08/08/23 06:28:37 PM,71.238,52.930
1521,08/08/23 07:28:37 PM,71.154,53.142
1522,08/08/23 08:28:37 PM,69.993,54.637
1523,08/08/23 09:28:37 PM,69.220,55.627
1524,08/08/23 10:28:37 PM,68.535,56.679
1525,08/08/23 11:28:37 PM,68.362,57.676
1526,08/09/23 12:28:37 AM,68.491,57.810
1527,08/09/23 01:28:37 AM,67.806,57.354
1528,08/09/23 02:28:37 AM,68.106,58.022
1529,08/09/23 03:28:37 AM,67.806,58.088
1530,08/09/23 04:28:37 AM,67.762,58.176
1531,08/09/23 05:28:37 AM,67.933,58.343
1532,08/09/23 06:28:37 AM,67.377,58.509
1533,08/09/23 07:28:37 AM,67.977,57.950
1534,08/09/23 08:28:37 AM,68.191,56.711
1535,08/09/23 09:28:37 AM,69.049,56.260
1536,08/09/23 10:28:37 AM,70.207,54.871
1537,08/09/23 11:28:37 AM,71.154,53.797
1538,08/09/23 12:28:37 PM,71.238,53.679
1539,08/09/23 01:28:37 PM,71.110,53.887
1540,08/09/23 02:28:37 PM,71.154,53.797
1541,08/09/23 03:28:37 PM,70.894,54.678
1542,08/09/23 04:28:37 PM,70.207,55.150
1543,08/09/23 05:28:37 PM,69.906,56.269
1544,08/09/23 06:28:37 PM,69.865,55.741
1545,08/09/23 07:28:37 PM,70.079,55.697
1546,08/09/23 08:28:37 PM,68.963,56.714
1547,08/09/23 09:28:37 PM,68.148,58.148
1548,08/09/23 10:28:37 PM,68.148,58.453
1549,08/09/23 11:28:37 PM,67.635,59.626
1550,08/10/23 12:28:37 AM,67.464,58.485
1551,08/10/23 01:28:37 AM,67.635,59.109
1552,08/10/23 02:28:37 AM,66.992,60.327
1553,08/10/23 03:28:37 AM,67.163,60.222
1554,08/10/23 04:28:37 AM,67.120,58.852
1555,08/10/23 05:28:37 AM,66.735,60.516
1556,08/10/23 06:28:37 AM,67.635,59.414
1557,08/10/23 07:28:37 AM,68.320,59.808
1558,08/10/23 08:28:37 AM,69.220,59.278
1559,08/10/23 09:28:37 AM,70.079,59.261
1560,08/10/23 10:28:37 AM,72.057,58.605
1561,08/10/23 11:28:37 AM,74.215,56.998
1562,08/10/23 12:28:37 PM,75.646,55.279
1563,08/10/23 01:28:37 PM,76.384,55.057
1564,08/10/23 02:28:37 PM,77.301,54.911
1565,08/10/23 03:28:37 PM,77.911,54.488
1566,08/10/23 04:28:37 PM,75.515,49.656
1567,08/10/23 05:28:37 PM,74.259,50.073
1568,08/10/23 06:28:37 PM,73.783,49.752
1569,08/10/23 07:28:37 PM,73.135,50.401
1570,08/10/23 08:28:37 PM,71.281,52.338
1571,08/10/23 09:28:37 PM,70.122,53.560
1572,08/10/23 10:28:37 PM,69.307,54.582
1573,08/10/23 11:28:37 PM,68.749,55.032
1574,08/11/23 12:28:37 AM,68.191,55.666
1575,08/11/23 01:28:37 AM,67.762,56.276
1576,08/11/23 02:28:37 AM,67.420,56.494
1577,08/11/23 03:28:37 AM,67.163,56.503
1578,08/11/23 04:28:37 AM,66.906,56.849
1579,08/11/23 05:28:37 AM,67.377,56.367
1580,08/11/23 06:28:37 AM,67.505,56.071
1581,08/11/23 07:28:37 AM,67.591,55.955
1582,08/11/23 08:28:37 AM,67.464,56.221
1583,08/11/23 09:28:37 AM,67.377,56.306
1584,08/11/23 10:28:37 AM,68.234,54.836
1585,08/11/23 11:28:37 AM,69.348,53.063
1586,08/11/23 12:28:37 PM,69.906,52.358
1587,08/11/23 01:28:37 PM,70.466,51.900
1588,08/11/23 02:28:37 PM,70.637,52.101
1589,08/11/23 03:28:37 PM,70.551,52.470
1590,08/11/23 04:28:37 PM,70.594,53.004
1591,08/11/23 05:28:37 PM,70.594,53.004
1592,08/11/23 06:28:37 PM,70.380,53.143
1593,08/11/23 07:28:37 PM,70.079,53.525
1594,08/11/23 08:28:37 PM,68.619,55.701
1595,08/11/23 09:28:37 PM,67.762,56.768
1596,08/11/23 10:28:37 PM,67.206,57.181
1597,08/11/23 11:28:37 PM,66.862,57.549
1598,08/12/23 12:28:37 AM,66.607,57.955
1599,08/12/23 01:28:37 AM,66.607,57.985
1600,08/12/23 02:28:37 AM,67.163,56.748
1601,08/12/23 03:28:37 AM,67.163,56.718
1602,08/12/23 04:28:37 AM,66.393,57.814
1603,08/12/23 05:28:37 AM,65.750,58.642
1604,08/12/23 06:28:37 AM,66.477,57.455
1605,08/12/23 07:28:37 AM,66.862,56.999
1606,08/12/23 08:28:37 AM,67.762,55.661
1607,08/12/23 09:28:37 AM,67.892,55.518
1608,08/12/23 10:28:37 AM,68.063,55.378
1609,08/12/23 11:28:37 AM,68.491,55.135
1610,08/12/23 12:28:37 PM,69.006,54.836
1611,08/12/23 01:28:37 PM,69.649,54.330
1612,08/12/23 02:28:37 PM,70.079,53.992
1613,08/12/23 03:28:37 PM,70.380,53.736
1614,08/12/23 04:28:37 PM,70.507,53.559
1615,08/12/23 05:28:37 PM,70.380,53.767
1616,08/12/23 06:28:37 PM,70.293,53.355
1617,08/12/23 07:28:37 PM,70.079,53.618
1618,08/12/23 08:28:37 PM,68.619,55.793
1619,08/12/23 09:28:37 PM,67.806,56.802
1620,08/12/23 10:28:37 PM,67.206,57.670
1621,08/12/23 11:28:37 PM,66.691,58.175
1622,08/13/23 12:28:37 AM,66.306,58.507
1623,08/13/23 01:28:37 AM,66.135,58.401
1624,08/13/23 02:28:37 AM,66.735,57.416
1625,08/13/23 03:28:37 AM,66.650,57.592
1626,08/13/23 04:28:37 AM,66.650,57.500
1627,08/13/23 05:28:37 AM,66.222,58.196
1628,08/13/23 06:28:37 AM,65.322,59.211
1629,08/13/23 07:28:37 AM,66.393,57.631
1630,08/13/23 08:28:37 AM,66.992,57.010
1631,08/13/23 09:28:37 AM,67.762,56.061
1632,08/13/23 10:28:37 AM,68.063,55.686
1633,08/13/23 11:28:37 AM,68.320,55.707
1634,08/13/23 12:28:37 PM,68.877,55.444
1635,08/13/23 01:28:37 PM,69.348,54.957
1636,08/13/23 02:28:37 PM,69.735,54.647
1637,08/13/23 03:28:37 PM,69.949,54.385
1638,08/13/23 04:28:37 PM,70.036,54.392
1639,08/13/23 05:28:37 PM,69.949,54.385
1640,08/13/23 06:28:37 PM,69.906,54.227
1641,08/13/23 07:28:37 PM,69.006,55.485
1642,08/13/23 08:28:37 PM,67.933,56.935
1643,08/13/23 09:28:37 PM,67.334,57.773
1644,08/13/23 10:28:37 PM,66.906,58.133
1645,08/13/23 11:28:37 PM,66.520,58.678
1646,08/14/23 12:28:37 AM,66.222,58.774
1647,08/14/23 01:28:37 AM,66.778,57.603
1648,08/14/23 02:28:37 AM,66.821,57.484
1649,08/14/23 03:28:37 AM,66.691,57.718
1650,08/14/23 04:28:37 AM,66.650,57.561
1651,08/14/23 05:28:37 AM,65.579,59.234
1652,08/14/23 06:28:37 AM,66.007,58.603
1653,08/14/23 07:28:37 AM,66.520,57.703
1654,08/14/23 08:28:37 AM,66.949,57.098
1655,08/14/23 09:28:37 AM,67.892,55.579
1656,08/14/23 10:28:37 AM,67.719,55.658
1657,08/14/23 11:28:37 AM,68.063,55.501
1658,08/14/23 12:28:37 PM,68.578,55.173
1659,08/14/23 01:28:37 PM,69.049,54.840
1660,08/14/23 02:28:37 PM,69.435,54.530
1661,08/14/23 03:28:37 PM,69.865,54.006
1662,08/14/23 04:28:37 PM,70.079,53.587
1663,08/14/23 05:28:37 PM,69.949,53.639
1664,08/14/23 06:28:37 PM,69.692,53.806
1665,08/14/23 07:28:37 PM,68.833,54.884
1666,08/14/23 08:28:37 PM,68.020,55.713
1667,08/14/23 09:28:37 PM,67.464,56.344
1668,08/14/23 10:28:37 PM,67.077,56.802
1669,08/14/23 11:28:37 PM,66.735,57.141
1670,08/15/23 12:28:37 AM,66.393,57.448
1671,08/15/23 01:28:37 AM,66.178,57.735
1672,08/15/23 02:28:37 AM,66.520,57.245
1673,08/15/23 03:28:37 AM,66.564,57.157
1674,08/15/23 04:28:37 AM,66.607,57.161
1675,08/15/23 05:28:37 AM,66.178,57.338
1676,08/15/23 06:28:37 AM,65.836,58.041
1677,08/15/23 07:28:37 AM,66.263,57.284
1678,08/15/23 08:28:37 AM,66.862,56.447
1679,08/15/23 09:28:37 AM,67.762,55.507
1680,08/15/23 10:28:37 AM,68.106,55.011
1681,08/15/23 11:28:37 AM,68.277,55.148
1682,08/15/23 12:28:37 PM,68.706,54.626
1683,08/15/23 01:28:37 PM,69.177,54.199
1684,08/15/23 02:28:37 PM,69.606,53.830
1685,08/15/23 03:28:37 PM,69.865,53.508
1686,08/15/23 04:28:37 PM,70.036,53.802
1687,08/15/23 05:28:37 PM,69.949,54.416
1688,08/15/23 06:28:37 PM,69.822,54.189
1689,08/15/23 07:28:37 PM,69.521,54.537
1690,08/15/23 08:28:37 PM,68.362,56.326
1691,08/15/23 09:28:37 PM,67.591,57.060
1692,08/15/23 10:28:37 PM,66.992,57.621
